CustomerID,Age,Family,Experience,EducUnder,EducGrad,EducProf,Income,CCAvg,Mortgage,Security,Credit,Online,Loan
1264,35,4,5,0,0,1,85,4,0,0,0,1,0
1265,58,2,33,1,0,0,138,3.9,0,0,0,1,0
1266,32,2,2,0,0,1,71,1.75,108,0,0,0,0
1267,64,1,39,0,0,1,113,0.8,0,0,1,0,0
1268,50,2,23,0,1,0,23,1,0,1,0,0,0
1269,34,3,9,1,0,0,62,2.3,0,0,0,0,0
1270,36,4,11,0,0,1,14,0.2,100,0,1,1,0
1271,43,2,18,0,0,1,60,2.2,0,0,1,0,0
1272,28,3,4,1,0,0,94,0.8,236,0,0,1,0
1273,64,3,39,0,1,0,83,1.8,0,0,0,1,0
1274,60,3,35,0,0,1,130,6.3,437,0,1,1,1
1275,62,4,37,1,0,0,61,1.7,0,0,0,0,0
1276,27,2,2,1,0,0,92,3.1,178,0,0,1,0
1277,42,2,16,0,0,1,20,0.8,117,0,1,1,0
1278,45,2,20,1,0,0,194,8.8,428,0,0,0,0
1279,36,1,10,1,0,0,74,2.5,0,0,1,0,0
1280,48,2,22,0,0,1,84,0.4,145,0,0,0,0
1281,65,3,40,0,1,0,98,1.8,333,0,0,0,0
1282,39,3,15,1,0,0,52,2.333333333,0,0,0,1,0
1283,51,1,26,0,1,0,55,1.3,236,0,1,0,0
1284,30,4,6,1,0,0,64,3.4,117,0,0,0,0
1285,65,1,40,1,0,0,128,2.5,162,0,0,1,0
1286,38,4,13,0,1,0,113,1.7,0,0,1,0,1
1287,29,3,3,0,1,0,50,1.1,0,0,1,0,0
1288,42,4,18,0,1,0,54,2.2,0,0,0,0,0
1289,63,1,38,1,0,0,129,0.9,366,0,0,1,0
1290,46,4,21,1,0,0,82,0.4,0,0,0,0,0
1291,62,4,38,0,1,0,100,1.7,0,0,0,1,0
1292,58,4,34,1,0,0,44,2.2,0,1,0,0,0
1293,56,4,30,0,1,0,164,0.5,234,0,1,1,1
1294,56,2,31,1,0,0,81,3.7,121,0,1,1,0
1295,34,1,10,1,0,0,71,0.1,257,0,1,1,0
1296,42,1,17,0,0,1,28,0.5,90,0,0,0,0
1297,30,3,6,1,0,0,80,1.5,219,0,0,1,0
1298,61,4,35,0,1,0,90,1.9,0,0,0,1,0
1299,38,1,14,0,1,0,74,3.6,0,0,1,1,0
1300,50,2,25,0,0,1,14,0.7,0,1,0,1,0
1301,61,2,36,0,1,0,23,0.5,103,0,0,1,0
1302,41,1,17,1,0,0,153,1.7,337,0,1,0,0
1303,42,3,16,0,0,1,38,0.9,0,0,0,0,0
1304,29,2,5,0,1,0,112,2,382,1,0,0,0
1305,51,1,26,1,0,0,145,8.1,397,0,1,0,0
1306,32,2,6,0,1,0,28,0.3,88,0,0,1,0
1307,34,4,9,0,0,1,31,1.1,0,0,1,1,0
1308,26,1,2,1,0,0,195,6.333333333,0,0,1,1,0
1309,54,3,24,0,0,1,50,2,0,0,1,1,0
1310,38,4,14,0,0,1,71,2,0,0,0,0,0
1311,62,3,36,0,0,1,21,0.3,0,0,0,0,0
1312,37,2,11,0,0,1,35,0.8,125,0,0,0,0
1313,46,1,21,1,0,0,42,2.4,0,0,1,1,0
1314,52,4,27,0,0,1,78,3.6,141,0,0,1,0
1315,32,4,6,0,1,0,73,2.2,0,0,0,0,0
1316,49,2,25,0,0,1,53,1,181,0,0,0,0
1317,28,2,3,0,0,1,51,1.6,123,0,0,0,0
1318,55,2,30,0,0,1,40,2.3,0,0,0,1,0
1319,52,1,26,1,0,0,178,1,0,0,0,0,0
1320,32,2,6,1,0,0,35,0.3,0,0,1,0,0
1321,31,1,7,0,1,0,192,0,0,0,0,1,1
1322,27,1,3,1,0,0,123,5.4,0,0,0,0,0
1323,32,2,5,0,1,0,48,1.666666667,0,1,1,1,0
1324,52,3,26,0,1,0,45,0.6,0,0,0,0,0
1325,52,1,28,1,0,0,15,0.2,0,0,0,1,0
1326,50,1,24,1,0,0,79,0.3,120,0,0,1,0
1327,32,4,5,0,1,0,63,2,0,1,0,1,0
1328,61,2,35,0,0,1,30,0.2,0,0,0,1,0
1329,60,4,36,1,0,0,145,6.9,380,0,1,0,1
1330,28,3,4,0,1,0,32,1,0,0,0,0,0
1331,34,2,9,1,0,0,64,0.1,224,0,1,1,0
1332,31,1,7,1,0,0,84,0.1,0,0,0,1,0
1333,31,1,5,0,1,0,21,0.4,0,0,0,1,0
1334,62,4,38,0,1,0,99,1.7,0,0,0,1,0
1335,47,2,22,1,0,0,35,1.3,0,0,0,1,0
1336,50,1,24,1,0,0,180,1.7,0,0,1,1,0
1337,36,1,12,1,0,0,42,1.333333333,0,0,0,1,0
1338,26,4,0,0,1,0,179,2.1,0,0,0,0,1
1339,51,4,27,0,0,1,42,0.1,0,0,0,0,0
1340,52,2,25,0,1,0,180,9,297,0,0,1,1
1341,35,4,11,1,0,0,82,3.4,0,0,0,0,0
1342,42,2,16,1,0,0,55,0.7,149,0,0,0,0
1343,36,2,12,1,0,0,79,2.2,0,0,0,1,0
1344,41,2,17,0,0,1,48,0.6,215,0,1,0,0
1345,49,1,25,1,0,0,93,2.7,0,1,0,1,0
1346,57,2,32,0,0,1,23,0.2,0,0,0,0,0
1347,44,3,20,1,0,0,50,2.333333333,200,0,0,0,0
1348,60,2,34,1,0,0,85,2,0,0,0,1,0
1349,38,1,14,0,1,0,35,1.5,97,0,0,1,0
1350,26,3,2,0,1,0,171,6,0,0,0,1,1
1351,29,4,2,0,1,0,29,1.5,0,0,1,0,0
1352,59,1,35,0,0,1,84,1.8,0,0,1,1,0
1353,51,4,27,0,1,0,20,0.5,0,0,0,1,0
1354,50,1,25,0,0,1,14,0.4,0,0,1,1,0
1355,35,1,10,1,0,0,179,8.6,357,0,0,0,0
1356,61,1,37,1,0,0,48,0.8,158,0,0,1,0
1357,42,1,16,1,0,0,74,2.8,0,0,0,1,0
1358,55,1,29,1,0,0,53,1.4,0,0,0,0,0
1359,50,1,25,0,1,0,83,2.8,0,0,1,1,0
1360,64,2,40,1,0,0,171,2.1,433,0,0,0,0
1361,54,4,28,1,0,0,85,4.9,0,0,0,1,0
1362,50,4,26,0,1,0,38,0.9,0,0,0,1,0
1363,31,3,5,1,0,0,85,1.6,157,0,1,1,0
1364,32,1,8,1,0,0,79,0.1,0,0,0,0,0
1365,44,4,19,1,0,0,69,0.4,0,0,0,0,0
1366,60,3,35,0,0,1,43,0.9,0,0,1,1,0
1367,60,2,34,1,0,0,33,0.3,101,0,0,1,0
1368,62,3,38,0,0,1,42,0.1,149,0,1,0,0
1369,46,4,21,0,0,1,40,1.9,122,0,0,1,0
1370,57,1,33,0,0,1,43,1.8,0,0,0,0,0
1371,30,4,5,0,0,1,20,0.5,117,0,0,0,0
1372,58,3,32,1,0,0,65,2.5,222,0,0,1,0
1373,39,3,13,1,0,0,139,3.4,483,0,0,1,1
1374,60,3,35,0,0,1,135,0.3,0,0,0,1,1
1375,59,3,34,0,0,1,84,1.6,0,0,0,1,0
1376,50,1,26,0,0,1,179,2.9,0,0,1,0,1
1377,63,4,39,0,1,0,45,1.3,86,0,0,0,0
1378,27,2,3,1,0,0,109,2.5,0,0,0,1,0
1379,54,4,29,0,0,1,34,0.1,0,0,0,1,0
1380,62,1,37,1,0,0,162,1.3,0,0,0,1,0
1381,60,2,34,1,0,0,105,1.4,0,0,0,1,0
1382,38,3,12,0,1,0,22,0.2,0,0,0,1,0
1383,34,2,8,1,0,0,82,1.8,178,0,1,1,0
1384,65,4,41,0,1,0,105,1.7,230,1,0,1,0
1385,55,1,31,0,0,1,62,1.8,0,0,0,1,0
1386,57,2,31,1,0,0,82,2,83,0,1,0,0
1387,27,4,3,1,0,0,72,0,0,0,0,1,0
1388,35,4,10,1,0,0,38,1.7,0,0,1,1,0
1389,52,4,28,1,0,0,25,1,0,0,0,0,0
1390,45,1,15,0,0,1,20,0.75,0,0,0,1,0
1391,29,4,3,0,1,0,80,1.8,0,0,1,1,0
1392,44,3,18,1,0,0,84,1.1,0,0,0,0,0
1393,47,1,23,1,0,0,33,1,0,0,1,1,0
1394,62,3,37,0,0,1,55,0.9,0,0,0,1,0
1395,52,2,27,0,1,0,33,0.7,0,0,1,0,0
1396,47,4,23,0,0,1,190,0.3,305,0,0,0,1
1397,42,1,18,0,0,1,43,0.3,158,0,0,0,0
1398,65,3,41,0,0,1,45,0.1,0,0,0,1,0
1399,42,1,18,1,0,0,141,3.5,0,0,0,0,0
1400,40,4,16,1,0,0,69,2.4,0,0,0,1,0
1401,32,4,8,0,1,0,78,0.1,0,0,0,1,0
1402,40,1,15,0,0,1,84,3.7,0,0,0,1,0
1403,55,1,29,0,1,0,172,5.2,0,0,0,0,1
1404,32,4,6,1,0,0,51,0.2,154,1,1,0,0
1405,58,1,28,0,0,1,75,1.4,0,0,0,1,0
1406,46,1,22,0,1,0,183,3.1,0,0,1,1,1
1407,53,4,23,0,0,1,20,0.4,0,0,1,1,0
1408,63,2,39,0,0,1,101,3.9,294,0,0,1,1
1409,40,1,14,0,0,1,129,5.9,0,0,0,1,1
1410,41,2,17,1,0,0,63,3.2,0,0,0,0,0
1411,60,4,35,1,0,0,44,2.1,0,0,0,0,0
1412,65,1,39,0,0,1,184,5.4,176,0,1,1,1
1413,59,2,33,1,0,0,100,2,127,0,0,0,0
1414,48,3,24,1,0,0,12,0.4,0,0,0,0,0
1415,59,2,33,0,0,1,68,2.3,128,1,0,1,0
1416,33,1,8,1,0,0,48,1,212,0,0,1,0
1417,40,2,15,1,0,0,82,0.4,0,0,0,0,0
1418,42,2,18,1,0,0,52,2.5,0,0,0,0,0
1419,65,2,41,0,1,0,154,4.6,0,1,1,1,1
1420,30,1,4,1,0,0,39,1.5,0,0,1,0,0
1421,30,1,4,1,0,0,40,0.3,0,0,1,1,0
1422,42,4,17,0,0,1,54,1.9,164,0,0,0,0
1423,32,2,8,0,1,0,32,1,103,0,1,1,0
1424,55,2,30,0,0,1,64,2.3,0,0,0,0,0
1425,29,2,3,1,0,0,92,1.3,287,0,0,1,0
1426,64,1,38,0,0,1,40,2.5,94,0,1,1,0
1427,37,3,11,0,0,1,60,0.5,0,0,0,1,0
1428,31,2,5,1,0,0,85,1.3,119,0,1,1,0
1429,25,4,-1,1,0,0,21,0.4,90,0,0,1,0
1430,31,1,5,0,0,1,35,0.6,171,0,0,0,0
1431,32,2,7,1,0,0,52,0.1,0,0,0,1,0
1432,58,1,34,1,0,0,128,7.4,0,0,0,0,0
1433,26,1,2,1,0,0,195,6.333333333,0,0,0,0,0
1434,51,2,25,0,1,0,68,1.5,117,0,1,0,0
1435,65,2,41,1,0,0,55,1.1,0,0,0,0,0
1436,43,1,17,1,0,0,55,0.2,0,0,0,1,0
1437,46,4,21,1,0,0,80,0.4,0,0,1,1,0
1438,28,1,3,1,0,0,123,0.8,146,0,0,0,0
1439,63,4,37,0,1,0,90,1.9,106,1,0,1,0
1440,59,1,29,0,0,1,61,1.4,0,0,0,0,0
1441,42,3,15,0,1,0,41,2.5,0,0,0,1,0
1442,58,2,33,0,0,1,43,1.6,0,0,0,1,0
1443,39,3,13,1,0,0,71,0.1,162,1,0,1,0
1444,36,4,12,1,0,0,25,1,0,0,0,1,0
1445,60,1,33,0,1,0,154,3,0,1,0,1,1
1446,47,1,21,1,0,0,141,2.4,0,0,0,0,0
1447,29,2,4,0,0,1,22,0.9,110,0,0,0,0
1448,52,2,28,1,0,0,145,6.8,0,0,0,1,0
1449,41,3,16,0,0,1,49,0.5,0,0,0,1,0
1450,63,1,37,1,0,0,109,2,0,0,0,1,0
1451,59,3,34,1,0,0,80,0.5,0,0,1,1,0
1452,44,4,20,0,1,0,82,1.4,201,0,1,1,0
1453,54,4,28,1,0,0,52,2.5,0,0,0,1,0
1454,29,3,5,1,0,0,85,2.5,0,0,1,1,0
1455,51,1,25,1,0,0,148,1,0,0,0,0,0
1456,63,2,39,1,0,0,160,2.1,0,0,1,0,0
1457,36,4,11,1,0,0,39,1.7,0,0,0,1,0
1458,42,2,16,0,0,1,25,0.8,0,0,1,0,0
1459,51,1,25,0,0,1,33,1.4,0,0,1,1,0
1460,47,3,20,0,1,0,38,2.5,0,0,0,0,0
1461,40,4,16,0,0,1,85,0.2,0,0,1,1,0
1462,54,1,28,1,0,0,48,0.2,0,0,0,1,0
1463,47,4,21,0,0,1,15,0.6,77,0,0,1,0
1464,35,1,10,1,0,0,94,0,174,0,0,1,0
1465,28,2,4,1,0,0,120,0.6,0,0,0,1,0
1466,45,1,19,0,0,1,60,0.7,159,0,0,1,0
1467,33,2,9,1,0,0,145,4.333333333,277,0,1,0,0
1468,62,2,36,0,0,1,29,0.7,0,0,0,0,0
1469,45,3,18,0,1,0,78,2.666666667,0,0,0,1,0
1470,59,4,35,0,1,0,59,1.2,0,0,0,1,0
1471,58,2,28,0,0,1,80,4.5,0,0,1,0,0
1472,52,1,26,1,0,0,180,1,0,0,1,1,0
1473,34,3,8,0,1,0,8,0.1,83,0,0,1,0
1474,65,1,35,0,0,1,23,1.5,0,0,0,1,0
1475,48,2,23,0,0,1,79,3.8,0,0,0,1,0
1476,44,2,19,0,0,1,78,3.8,268,0,0,0,0
1477,61,1,37,0,1,0,64,0,0,0,1,0,0
1478,40,4,14,0,0,1,64,0.2,0,0,1,1,0
1479,65,4,39,1,0,0,160,3.8,237,0,0,1,1
1480,28,1,4,0,0,1,43,1,102,0,0,0,0
1481,67,1,42,0,0,1,32,1.1,0,0,1,0,0
1482,35,2,9,1,0,0,179,0,76,1,0,1,0
1483,60,1,35,1,0,0,8,0.1,0,0,0,1,0
1484,58,1,32,1,0,0,63,1.6,0,1,0,1,0
1485,55,2,30,0,0,1,40,2.3,0,1,0,1,0
1486,34,4,9,0,1,0,99,2.2,155,0,0,1,0
1487,35,2,9,0,1,0,141,4.5,0,0,0,0,1
1488,28,1,4,1,0,0,159,1.5,0,0,1,1,0
1489,38,2,12,1,0,0,39,0.3,174,0,0,1,0
1490,62,4,38,0,1,0,99,1.7,0,0,0,0,0
1491,30,4,4,0,1,0,18,0.3,0,0,1,1,0
1492,38,2,12,1,0,0,38,0.3,0,0,1,1,0
1493,33,1,8,1,0,0,133,0,0,0,0,1,0
1494,58,2,34,1,0,0,84,2.8,0,0,1,1,0
1495,59,1,35,0,1,0,60,0,0,0,1,1,0
1496,52,3,28,0,0,1,178,5.4,147,0,0,1,1
1497,36,1,12,0,0,1,18,0.5,0,0,1,0,0
1498,45,1,21,0,0,1,73,0.8,0,0,0,1,0
1499,49,1,23,1,0,0,125,7.3,0,0,0,0,0
1500,52,1,26,0,1,0,91,4.3,0,0,1,1,1
1501,54,2,28,1,0,0,74,1.1,0,0,0,1,0
1502,30,2,4,0,1,0,35,0.3,0,1,1,0,0
1503,65,1,39,1,0,0,113,2,0,0,1,1,0
1504,34,4,8,0,1,0,52,2.2,0,0,0,0,0
1505,30,2,6,0,1,0,191,4.4,0,0,0,1,1
1506,51,1,25,0,0,1,18,0.3,93,0,1,0,0
1507,52,2,27,1,0,0,25,0,0,0,1,1,0
1508,43,4,18,0,0,1,50,1.9,0,0,0,0,0
1509,35,4,10,0,0,1,75,0.7,0,0,1,1,0
1510,56,2,26,0,0,1,92,4.5,0,1,1,0,0
1511,57,2,32,0,1,0,33,2,0,0,0,1,0
1512,58,3,32,0,0,1,65,2.2,0,0,0,0,0
1513,53,3,28,1,0,0,44,1.7,0,0,0,0,0
1514,45,2,21,1,0,0,183,1.4,354,0,0,0,0
1515,44,2,20,1,0,0,175,1.4,0,0,1,1,0
1516,54,4,28,0,0,1,28,1.5,0,0,1,1,0
1517,41,4,17,0,1,0,49,2.2,0,0,0,0,0
1518,52,4,26,1,0,0,45,1.8,0,0,0,1,0
1519,43,4,17,0,0,1,64,3,221,0,0,1,1
1520,63,3,38,0,0,1,22,0.1,90,0,0,1,0
1521,54,1,30,1,0,0,120,7.4,119,0,1,1,0
1522,33,2,8,1,0,0,175,6.7,102,0,0,1,0
1523,25,4,-1,0,0,1,101,2.3,256,0,1,0,0
1524,41,1,16,0,0,1,104,1,0,0,0,1,0
1525,40,4,16,0,0,1,155,0.1,0,0,1,1,1
1526,43,1,18,1,0,0,58,2.4,0,0,0,0,0
1527,36,4,10,0,1,0,80,2.2,0,0,0,1,0
1528,57,1,33,0,0,1,45,1.8,195,0,0,0,0
1529,34,1,9,1,0,0,134,4.6,164,1,0,1,0
1530,38,4,14,0,0,1,58,2,153,1,0,0,0
1531,47,1,21,1,0,0,20,0.2,0,0,1,1,0
1532,39,4,13,0,0,1,25,1.5,0,0,0,1,0
1533,45,1,20,1,0,0,55,0.3,0,0,1,1,0
1534,62,1,37,1,0,0,155,1.3,0,0,0,0,0
1535,59,1,34,1,0,0,30,1.3,0,0,1,1,0
1536,61,4,37,1,0,0,39,0.4,0,0,1,1,0
1537,36,4,12,0,0,1,73,2,188,0,0,1,0
1538,58,4,34,1,0,0,41,1.3,0,0,0,1,0
1539,55,4,30,0,0,1,34,0.1,157,0,0,1,0
1540,29,3,5,0,0,1,21,0.9,119,0,0,0,0
1541,34,4,8,1,0,0,11,0.3,0,1,1,1,0
1542,61,2,35,1,0,0,154,6.9,0,0,0,0,0
1543,50,4,20,0,0,1,19,0.4,0,0,0,0,0
1544,52,2,26,0,1,0,101,2.4,0,0,0,1,0
1545,39,1,15,1,0,0,24,1,116,0,1,1,0
1546,55,2,29,1,0,0,131,2.7,0,1,0,0,0
1547,33,1,9,1,0,0,105,4,0,0,0,1,0
1548,47,1,21,0,1,0,52,1.2,194,0,0,0,0
1549,57,4,32,0,1,0,21,0.9,113,1,0,0,0
1550,57,3,31,1,0,0,45,1.4,198,0,0,1,0
1551,40,1,14,1,0,0,39,2,0,0,0,1,0
1552,50,2,25,1,0,0,192,2.8,238,0,1,0,0
1553,29,1,5,1,0,0,195,4.3,0,0,0,0,0
1554,46,3,22,1,0,0,83,0.7,0,0,0,0,0
1555,42,3,15,0,1,0,34,1,0,1,0,1,0
1556,59,4,33,0,1,0,49,1.7,104,0,0,1,0
1557,31,4,1,0,0,1,60,4,244,0,0,0,0
1558,51,4,25,1,0,0,41,1.8,0,0,0,0,0
1559,35,3,10,1,0,0,72,2.3,285,0,0,0,0
1560,59,4,35,0,1,0,102,3,115,0,0,1,1
1561,35,3,10,1,0,0,31,1.3,0,0,0,0,0
1562,46,1,20,0,1,0,73,1.5,128,0,0,1,0
1563,34,1,9,1,0,0,89,0,0,0,0,1,0
1564,55,4,29,0,0,1,19,0.7,121,1,1,0,0
1565,64,4,40,0,1,0,63,1.2,0,0,0,1,0
1566,34,3,9,0,0,1,104,1.2,0,0,0,1,0
1567,61,1,35,0,1,0,40,0.8,128,0,0,1,0
1568,63,2,39,0,0,1,92,0,0,0,0,1,0
1569,59,2,33,0,1,0,72,0.7,226,0,0,0,0
1570,51,3,27,0,1,0,44,1.9,141,0,0,0,0
1571,41,4,16,1,0,0,114,3.5,0,0,1,0,1
1572,37,4,13,1,0,0,73,2.4,0,0,0,0,0
1573,64,4,40,0,1,0,63,1.2,0,1,1,0,0
1574,44,1,20,0,0,1,69,0.8,184,0,1,1,0
1575,62,3,37,1,0,0,42,1.5,0,0,0,1,0
1576,50,1,26,1,0,0,88,2.7,0,0,0,1,0
1577,43,2,18,1,0,0,98,0.4,0,0,0,1,0
1578,34,1,8,1,0,0,65,3,227,0,0,1,1
1579,38,2,13,0,1,0,12,0.3,104,1,0,1,0
1580,29,4,5,1,0,0,122,3,0,0,1,0,1
1581,39,2,14,0,0,1,12,0,0,0,0,0,0
1582,53,2,29,1,0,0,24,0.2,0,0,1,0,0
1583,43,4,19,1,0,0,170,4.25,318,0,1,1,1
1584,61,4,36,0,1,0,184,2.3,342,0,1,1,1
1585,46,4,20,0,0,1,25,0.6,125,0,0,0,0
1586,57,2,31,1,0,0,131,2.7,0,0,0,0,0
1587,59,2,33,0,0,1,50,2.3,0,0,1,0,0
1588,52,2,28,1,0,0,21,0.4,0,1,0,1,0
1589,29,3,3,0,1,0,55,1.1,0,0,0,1,0
1590,57,1,32,0,1,0,124,0.2,0,0,0,1,1
1591,49,4,23,1,0,0,58,2.6,188,0,0,0,0
1592,39,2,13,1,0,0,72,2.8,0,0,0,1,0
1593,56,1,31,0,0,1,192,7,0,0,0,1,1
1594,63,3,38,0,1,0,83,1.8,0,0,0,1,0
1595,37,1,12,1,0,0,93,2.8,0,1,0,1,0
1596,56,3,26,0,0,1,38,1,110,1,0,1,0
1597,45,4,20,0,0,1,55,1.9,164,1,0,0,0
1598,66,3,41,0,0,1,11,0.1,0,1,1,0,0
1599,40,2,15,1,0,0,85,0.4,0,1,0,0,0
1600,50,1,24,1,0,0,124,4.9,266,0,0,1,0
1601,60,2,36,1,0,0,129,6,0,0,0,1,0
1602,31,1,7,1,0,0,180,4.3,0,0,0,0,0
1603,40,4,14,0,1,0,74,1.4,0,0,0,1,0
1604,36,1,6,0,0,1,138,7,86,0,0,1,1
1605,55,2,29,0,0,1,111,3.6,0,0,1,0,1
1606,54,3,28,1,0,0,83,0.8,0,0,0,1,0
1607,35,4,10,1,0,0,33,1.7,87,0,0,1,0
1608,55,4,29,0,0,1,21,0.7,0,0,0,0,0
1609,36,2,10,1,0,0,35,0.3,98,0,0,1,0
1610,66,1,41,0,0,1,105,0.8,0,1,1,1,0
1611,38,1,14,0,1,0,103,0.8,0,0,1,0,0
1612,58,2,32,0,0,1,75,2.3,0,0,0,0,0
1613,41,1,17,1,0,0,33,0.7,104,0,0,0,0
1614,60,4,34,0,1,0,52,1.7,0,1,0,1,0
1615,47,1,23,0,1,0,89,2.6,0,1,1,1,0
1616,62,1,36,0,0,1,63,2.5,0,0,0,0,0
1617,48,4,23,0,1,0,84,3.1,0,1,0,1,1
1618,61,4,36,1,0,0,44,2.1,0,0,0,0,0
1619,29,3,3,1,0,0,29,1,0,0,1,1,0
1620,45,1,21,0,0,1,29,0.3,0,0,0,1,0
1621,39,2,14,0,1,0,22,0.3,0,0,0,1,0
1622,31,4,6,1,0,0,53,2.2,114,0,0,1,0
1623,39,2,14,0,1,0,24,0.3,0,0,0,1,0
1624,63,1,38,1,0,0,153,1.3,455,0,0,0,0
1625,28,2,2,0,1,0,31,0.3,0,1,0,1,0
1626,56,2,30,0,1,0,21,0.7,0,0,0,1,0
1627,31,2,6,1,0,0,180,6.7,0,0,0,0,0
1628,46,3,20,0,1,0,82,0.7,0,0,1,1,0
1629,42,4,18,1,0,0,90,0.8,245,1,0,0,0
1630,53,4,29,0,0,1,154,7.4,0,0,0,0,1
1631,41,2,17,0,1,0,99,1.8,0,0,1,1,0
1632,61,1,36,0,1,0,153,2.6,0,1,1,0,1
1633,31,2,5,0,1,0,93,3.1,0,0,0,1,1
1634,62,1,38,0,1,0,53,0,0,0,0,0,0
1635,59,3,34,0,1,0,18,1.3,104,0,1,1,0
1636,49,1,24,1,0,0,70,2.9,0,0,0,0,0
1637,65,4,39,0,0,1,100,1.7,0,0,1,0,0
1638,30,3,6,0,0,1,193,6.3,0,0,0,1,1
1639,32,1,7,1,0,0,125,0,0,0,1,1,0
1640,56,2,31,0,0,1,68,0,0,1,0,1,0
1641,36,1,10,1,0,0,55,2,95,0,0,1,0
1642,58,4,34,0,0,1,152,3.6,0,0,0,0,1
1643,27,3,3,1,0,0,84,1.5,0,0,1,1,0
1644,41,2,16,0,0,1,13,0,0,0,0,1,0
1645,59,4,35,1,0,0,33,0.4,131,0,1,0,0
1646,56,4,32,0,1,0,89,1,90,1,0,1,0
1647,52,1,26,1,0,0,93,2.4,0,0,0,1,0
1648,35,4,5,0,0,1,68,1.8,0,0,0,0,0
1649,47,2,21,0,1,0,85,1.7,0,0,1,0,0
1650,29,1,4,0,1,0,73,0.8,0,0,0,1,0
1651,31,4,6,0,1,0,83,2.2,106,0,0,1,0
1652,62,2,36,0,0,1,158,6.3,0,0,0,1,1
1653,48,4,18,0,0,1,182,6,0,0,0,1,1
1654,26,2,1,0,0,1,24,0.9,123,0,1,0,0
1655,60,2,34,1,0,0,102,2,0,0,1,1,0
1656,35,3,11,1,0,0,53,2.8,0,0,0,0,0
1657,40,2,15,1,0,0,175,3.3,0,0,0,1,0
1658,31,3,5,1,0,0,28,1,0,0,0,1,0
1659,50,4,25,1,0,0,14,0.8,0,0,0,1,0
1660,33,1,7,0,0,1,139,4,106,0,1,1,1
1661,37,3,11,1,0,0,34,0.9,0,0,0,1,0
1662,38,1,14,0,0,1,64,1.5,0,0,1,0,0
1663,63,4,38,0,1,0,84,0.1,0,0,0,0,0
1664,57,3,32,0,1,0,42,0.5,0,1,0,1,0
1665,61,1,35,1,0,0,63,1.6,0,0,0,1,0
1666,37,3,12,0,0,1,100,1.2,341,0,1,1,0
1667,51,2,25,0,1,0,190,4.2,0,0,0,1,1
1668,44,1,20,1,0,0,22,1,91,0,0,0,0
1669,63,1,37,0,1,0,20,0.8,0,1,1,0,0
1670,43,2,18,0,1,0,21,1.4,0,0,1,1,0
1671,38,4,14,0,1,0,25,0.4,101,0,0,1,0
1672,34,4,9,0,0,1,20,1.1,0,0,0,1,0
1673,48,3,23,1,0,0,173,0.2,0,0,1,1,1
1674,29,2,5,1,0,0,81,2.5,0,0,1,0,0
1675,37,2,11,0,1,0,139,0.8,421,0,0,1,1
1676,60,2,35,1,0,0,119,3.9,0,1,0,1,0
1677,46,4,20,0,0,1,74,2.6,104,0,0,1,0
1678,34,1,10,0,1,0,42,1.5,131,0,0,0,0
1679,56,2,30,1,0,0,73,1.1,0,0,0,0,0
1680,57,4,31,1,0,0,114,5.2,0,1,0,1,1
1681,62,2,36,0,0,1,44,1,0,0,0,0,0
1682,32,2,8,1,0,0,141,4.333333333,0,0,0,0,0
1683,51,2,26,1,0,0,14,0,103,0,0,1,0
1684,55,2,29,0,0,1,33,0.4,0,0,0,0,0
1685,60,2,34,1,0,0,83,2,249,0,0,0,0
1686,40,4,16,1,0,0,89,0.8,155,0,0,1,0
1687,62,4,38,1,0,0,39,2.2,0,1,0,1,0
1688,63,3,39,0,0,1,83,2,0,0,1,1,0
1689,60,2,34,1,0,0,108,2,359,0,0,1,0
1690,59,3,34,0,1,0,21,1.3,0,0,1,1,0
1691,26,1,1,1,0,0,102,1.9,0,0,0,0,0
1692,56,1,32,0,0,1,48,1.6,0,0,1,0,0
1693,58,3,32,1,0,0,32,1.4,0,0,0,1,0
1694,57,1,31,1,0,0,43,0.2,0,0,0,0,0
1695,48,4,23,0,1,0,35,0.4,118,0,0,0,0
1696,30,1,6,1,0,0,184,6,0,0,0,1,0
1697,45,2,21,1,0,0,140,7.6,132,0,0,0,0
1698,64,3,38,0,1,0,32,0.7,0,0,1,1,0
1699,44,1,20,1,0,0,149,1.7,0,0,0,1,0
1700,51,4,25,0,0,1,15,0.6,0,0,1,0,0
1701,43,3,16,0,1,0,71,2.333333333,0,0,0,0,0
1702,29,4,3,0,1,0,108,1.8,0,0,0,0,0
1703,56,2,30,1,0,0,122,0.5,0,0,1,0,0
1704,65,3,41,0,0,1,40,0.1,0,0,0,1,0
1705,46,2,22,1,0,0,198,6.666666667,0,0,1,0,0
1706,48,4,24,0,1,0,79,1.4,0,1,1,0,0
1707,56,1,31,0,0,1,84,0.1,0,0,0,1,0
1708,61,3,37,0,1,0,31,0.4,0,0,1,0,0
1709,46,4,20,0,0,1,12,0.6,0,0,1,0,0
1710,58,2,34,1,0,0,88,1.6,0,0,1,1,0
1711,31,2,5,0,1,0,29,0.3,131,0,1,1,0
1712,27,1,3,1,0,0,201,6.333333333,158,0,0,1,0
1713,44,1,20,0,0,1,20,1.4,0,0,0,0,0
1714,44,1,20,1,0,0,15,1,0,0,0,1,0
1715,51,2,27,1,0,0,155,0.4,107,0,1,0,0
1716,39,3,13,0,1,0,25,0.2,0,0,0,1,0
